X;Y;Name;link_4;species_5;DBH;Приріст фітомаси (кг/рік);Депонування вуглецю (кг С/рік);Акумулювання енергії (МДж/рік);Продукування кисню (кг/рік);Вартість вуглецю (грн/рік);Вартість енергії (грн/рік);des_3;id;Приріст фітомаси;species;Rare;Type;Diameter;Y_new
30,5033151;50,3832717;526;https://lh3.googleusercontent.com/xS2ulkhyER6Us1PEXa576_fc1Yn1Uw0b5RnupznJGstaM2esUNx_yPiqkiOCK2uZmbm3EtGfWk4LhKYLY4W7um-dKuR496bKhBKP3hsPc4CXafaIr1XIMyvgRo3TLB32U8bZ6A   ;   Півонія деревовидна   ;;;;;;;;"Опис: ""Листопадний кущ заввишки 1-2 м, гіллястий, пагони товсті, блискучі, бруньки великі, червонуваті, листки двічі-тричі-перисторозсічені. Квітки поодинокі, діаметром 10-20 см, білі, рожеві, червоні, духмяні, з’являються в травні-червні. Плоди дозрівають у жовтні. В Україні культивується близько 200 років, трапляється по всій території. В хо-лодні зими може підмерзати, а тому кореневу систему варто вкривати її лис-тям. Витримує короткочасні морози до -25 С?.  Рекомендований для створення поодиноких і групових посадок у відповідних умовах по всій території країни. Краще росте на свіжому, добре зволоженому ґрунті та ледь затінених місцях. Можна вирощувати в горщиках.  Природно поширений у Китаї, де росте на гірських схилах на відкритих і напівзатінених місцях.""   ";1159;;Півонія деревовидна;місцевий;чагарник;;50,3832017
30,5033285;50,3833838;527;https://lh4.googleusercontent.com/LIfFHpwXZpr6eLzWBioIegeH9O79RGwGAArVKcRZWkT6mLNn42qQ14TlCXeJKg9iCUhRp73Xdkush0GrlZEDGXdM67XY8kf53RAlnhYR87TMX4IAJJM59_ACYCPYdlKrGhm_wRI   ;   Мигдаль трилопатевий   ;9;;;;;;;"Опис: Квітки рожеві, 2–2,5 см в діаметрі; квітконіжки дуже короткі і здається, що квітки сидять (по 1–2) прямо на гілках, і не лише на тонких гілочках, але й на скелетних гілках і на стовбурах. Приблизно через 10–12 днів цвітіння завершується і на гілках помітним стає листя яких і не було помітно під час цвітіння. Природний ареал - Північний Китай.  ";1160;;Мигдаль трилопатевий;екзот;чагарник;середнє;50,3833138
30,50041;50,382807;528;https://lh4.googleusercontent.com/qqNxl8SXZ0vLD0ur7a6l7S3jixkavprVh9bZcQrj1yEd-sZIJlZHLt1Pvc_aIPKtL9u49l25p1bTzznQQzbIpvdfndqWPYCiwGZFxZjf0Okdb3it3ZoSFMWnxfTSjjEKgknwWt0   ;   Карагана деревовидна   ;3;;;;;;;"Опис: ""Кущ або деревце висотою 2-7 м, з гладкою зеленувато-сірою корою. Пагони тонкі, м'які. Листя перисті. Пагони тонкі, м'які. Листя перисті. Квітки жовті, зібрані пучками, рідше одиночні; чашечка дзвоникоподібна, пухнаста, по краю з короткими широкими зубцями, віночок метеликовий. Плід - лінійно-циліндричний боб. Цвіте в травні - червні. Росте в розріджених лісах, на лісових галявинах, на відкритих степових і кам'янистих схилах, по берегах річок, на пісках і галечниках. Деревина карагани придатна для виготовлення дрібних виробів, обручів, кошиків, щитів. Карагана - хороший медонос, дає багато нектару і високопоживний пилок, багату токоферолом. Мед, зібраний з цього чагарника, прозорий, світложовтого кольору, без різкого запаху, з ніжним смаком. Багатьма бджолярами цінується більше липового. Листя і насіння забарвлюють тканини в синій, каштановий і брудно-зелений кольори.      ""   ";1161;;Карагана деревовидна;місцевий;чагарник;тонке;50,382737
30,500388;50,382843;529;https://lh3.googleusercontent.com/bRsGCS8Ujxf-jnBlEvEkbOD1d6sWMIKqAQFO0g3vwzXAVZjjVQqVX-1sQBtZIQvOPkqgmuZaD4b02ixsbxnx5GmP1tLFzFFr4psJ83Zj0y6sAQ4DmxEfjhcCGQ35g9qH2_JzjFA   ;   Карагана деревовидна   ;2;;;;;;;"Опис: ""Кущ або деревце висотою 2-7 м, з гладкою зеленувато-сірою корою. Пагони тонкі, м'які. Листя перисті. Пагони тонкі, м'які. Листя перисті. Квітки жовті, зібрані пучками, рідше одиночні; чашечка дзвоникоподібна, пухнаста, по краю з короткими широкими зубцями, віночок метеликовий. Плід - лінійно-циліндричний боб. Цвіте в травні - червні. Росте в розріджених лісах, на лісових галявинах, на відкритих степових і кам'янистих схилах, по берегах річок, на пісках і галечниках. Деревина карагани придатна для виготовлення дрібних виробів, обручів, кошиків, щитів. Карагана - хороший медонос, дає багато нектару і високопоживний пилок, багату токоферолом. Мед, зібраний з цього чагарника, прозорий, світложовтого кольору, без різкого запаху, з ніжним смаком. Багатьма бджолярами цінується більше липового. Листя і насіння забарвлюють тканини в синій, каштановий і брудно-зелений кольори.      ""   ";1162;;Карагана деревовидна;місцевий;чагарник;тонке;50,382773
30,5003642;50,3828604;530;https://lh3.googleusercontent.com/b-Yz_5yM1NQNopghCOC-s2d5vhQpP7Sg1zN4_yhfbjS_3ZEKmxyRQgc1zHcQmW-IHf8i3Ajawgdu3rzD-Tszjr-t9pLy_Kqs7lRLWwEQvNkdR1dHo87lkkq6Q96R5YSCNDFWaQ   ;   Карагана деревовидна   ;2;;;;;;;"Опис: ""Кущ або деревце висотою 2-7 м, з гладкою зеленувато-сірою корою. Пагони тонкі, м'які. Листя перисті. Пагони тонкі, м'які. Листя перисті. Квітки жовті, зібрані пучками, рідше одиночні; чашечка дзвоникоподібна, пухнаста, по краю з короткими широкими зубцями, віночок метеликовий. Плід - лінійно-циліндричний боб. Цвіте в травні - червні. Росте в розріджених лісах, на лісових галявинах, на відкритих степових і кам'янистих схилах, по берегах річок, на пісках і галечниках. Деревина карагани придатна для виготовлення дрібних виробів, обручів, кошиків, щитів. Карагана - хороший медонос, дає багато нектару і високопоживний пилок, багату токоферолом. Мед, зібраний з цього чагарника, прозорий, світложовтого кольору, без різкого запаху, з ніжним смаком. Багатьма бджолярами цінується більше липового. Листя і насіння забарвлюють тканини в синій, каштановий і брудно-зелений кольори.      ""   ";1163;;Карагана деревовидна;місцевий;чагарник;тонке;50,3827904
30,500412;50,382877;531;;   Горобина європейська    ;6;;;;;;;Опис: Невелике дерево (до 10 м висотою) або великий кущ (до 15 м) з ажурною кроною. Гілки опушені або голі, кора сірого кольору. Бруньки повстяні, чорнувато-фіолетового кольору, конусоподібної форми. Природний ареал дуже широкий і охоплює практично всі помірні області Північної півкулі: Північну Америку, Європу, Малу Азію, Кавказ, Північну Африку.   ;1164;;Горобина європейська;місцевий;листяне;тонке;50,382807
30,5004;50,382886;532;https://lh5.googleusercontent.com/4aBzbT28l7p8pz15FSKwjYRapx4I2NXryoCXoJfr5mKgCcdgvDjb5zqCIzkYP_Ns6T0hNF9NMj-kHicUaVtSZqrpEcsun-IraTGInuA2w8kdJNTxH1e3UrcsamXP27RTmXUZ   ;   Береза повисла   ;54;6,2;13,1;;;0,9;;Опис: Дерево 10-20 м заввишки з гладенькою білою корою, при основі стовбура кора чорно-сіра, глибокотріщинувата. Крона ажурна з повислими гілками. Молоді пагони червоно-бурі, густо вкриті смолистими бородавками. Світлолюбна, морозостійка рослина. Береза повисла росте в соснових, мішаних і листяних лісах. Зрідка утворює чисті лісостани, особливо в похідних деревостанах. Береза повисла росте природно від Західної Європи на схід до Казахстану, в Республіці Саха в Сибіру, Монголії і провінції Синьцзян в Китаї, і на південь до гір Кавказу і Північного Ірану, Іраку і Туреччини.   ;1165;6,2;Береза повисла;місцевий;листяне;велике;50,382816
30,500415;50,382887;533;https://lh5.googleusercontent.com/vwoV1emxL3gDWzaG-Bj8Jezt-TrSdmehe21EjtfktcS_473dYQ_2zvziIrup7GEsUv_5sJI5OuM5buzW2_mC9BYSsZLV99YpHa0kW8t717zRSbccWFGS_g6-qjBX-8vgqcVb   ;   Черемха пізня   ;16;;;;;;;"Опис: ""Біологічна характеристика. Крупне дерево, досягає 30 м заввишки. Декоративна в усі періоди вегетаційного сезону завдяки темно-зеленим блис-кучим листкам що восени приймають яскраво-жовте забарвлення. Листки розпускаються у другій половині квітня. Листки опадають на початку листопада. Квіткові китиці циліндричної форми, вужчі та компактніші ніж в чере-мхи звичайної. Плоди з кінця липня починають забарвлюватися спочатку в червоний, а потім в чорний колір та тримаються на дереві до кінця вересня, інтенсивно поїдаються птахами. Досить посухостійка та цілком зимостійка. Витривала у міських умовах. До ґрунту невибаглива. Краще інших кісточко-вих витримує обрізку. Захворюваннями кісточкових видів уражується рідко. Світлолюбна, але витримує невелике затінення. Росте досить швидко. В 15 років висота дерев біля 12 м. Починає плодоносити на 5-6 році життя. Щорічно рясно родить. Дає рясний самосів. Заслуговує широкого розповсюдження в усіх типах зелених насаджень у вигляді груп, солітерів та в алейних посадках. Придатна для захисних насаджень.  Природний ареал – Північна Америка.""   ";1166;;Черемха пізня;місцевий;листяне;середнє;50,382817
30,500409;50,382907;534;https://lh6.googleusercontent.com/Pkwq1vRZ5Fbt8G0sSjly1KthsFTIBOKX68JbC0tG9QhAplFcove6UGy0rDM9d6bpSTbKv0FAkOLHLLD-wPD0fakz2yMrzlPjuKDJsWuc5ZBqCQcKgov42_f3LjGdK-yntHDMaw   ;   Груша лісова   ;33;9,02;4,51;161,24;1,92;3,79;12,25;Опис: Дерево 20-30 м заввишки. Стовбур стрункий, вкритий товстою бурою корою з глибокими поздовжніми тріщинами. Гілки бурувато-сірі, блискучі, часто з укороченими колючими пагонами. Тіньовитривала, солевитривала, зимостійка, газостійка рослина. У садово-парковій культурі грушу застосовують для групових і поодиноких посадок, створення алей, у молодому віці - для високих живоплотів. Росте в другому ярусі деревостанів листяних і мішаних лісів, на галявинах, узліссях. Поширена на території від Східної Європи до Західної Азії.  ;1167;9,02;Груша лісова;місцевий;листяне;велике;50,382837
30,500491;50,382948;535;https://lh4.googleusercontent.com/2DhiehLBXXhxBRpHwal_9lfjhDl0ztpXtYEKtQgMMzu2677soqQZ4_j3ez48w1poAf75ZH5JOlebTnQer6THsyQmfOrGF2GejEPF9naMczE3aEs3er3MVG5nZ8JYQE5nps6uCg   ;   Ялина європейська   ;23;6,32;3,16;112,97;2,45;;8,59;Опис: Кора сіра або червонувато-бура з дугоподібними вертикальними тріщинами або лусками. Молоді пагони зелені з загостреними буруватими бруньками. Хвоя розміщена почергово, шорстка, колюча, чотиригранна (1,3-2,5 см завдовжки), загострена, блискуча, тримається 5-6 (12) років. Тіньовитривала, морозостійка рослина. Танідоносна, деревинна, смолоносна, лікарська, медоносна, жироолійна, ефіроолійна, вітамінозна, кормова і декоративна рослина. Поширена в Карпатах, рідше у Прикарпатті, місцями в західному та лівобережному Поліссі, західному і волинському Лісостепу.   ;1168;6,32;Ялина європейська;місцевий;хвойне;велике;50,382878
30,500505;50,382927;536;;   Катальпа  ;29;3,72;6,86;245,38;3,71;5,76;18,65;Опис:   ;1169;3,72;Катальпа;екзот;листяне;велике;50,382857
30,500584;50,382944;537;;   Катальпа  ;23;8,6;4,3;153,85;2,87;3,61;11,69;Опис:   ;1170;8,6;Катальпа;екзот;листяне;велике;50,382874
30,500572;50,38294;538;https://lh4.googleusercontent.com/F0Qm9uXmCdsweNXbpJSL5ZRymCdvEW41raHtiWwvyc3_dlBv0gcfhLxS1171dY46SXLHIowzWcxPHYZVdGtm1olNyO-AkMxyUPR8QDBz5vwDhNo8oTPlP91Nn_6KTbBYWKltBQ   ;   Черемха пізня   ;4;;;;;;;"Опис: ""Біологічна характеристика. Крупне дерево, досягає 30 м заввишки. Декоративна в усі періоди вегетаційного сезону завдяки темно-зеленим блис-кучим листкам що восени приймають яскраво-жовте забарвлення. Листки розпускаються у другій половині квітня. Листки опадають на початку листопада. Квіткові китиці циліндричної форми, вужчі та компактніші ніж в чере-мхи звичайної. Плоди з кінця липня починають забарвлюватися спочатку в червоний, а потім в чорний колір та тримаються на дереві до кінця вересня, інтенсивно поїдаються птахами. Досить посухостійка та цілком зимостійка. Витривала у міських умовах. До ґрунту невибаглива. Краще інших кісточко-вих витримує обрізку. Захворюваннями кісточкових видів уражується рідко. Світлолюбна, але витримує невелике затінення. Росте досить швидко. В 15 років висота дерев біля 12 м. Починає плодоносити на 5-6 році життя. Щорічно рясно родить. Дає рясний самосів. Заслуговує широкого розповсюдження в усіх типах зелених насаджень у вигляді груп, солітерів та в алейних посадках. Придатна для захисних насаджень.  Природний ареал – Північна Америка.""   ";1171;;Черемха пізня;місцевий;листяне;тонке;50,38287
30,500584;50,382962;539;;   Яблуня sp.  ;2;0,17;0,08;3,07;0,2;0,07;0,23;Опис:   ;1172;0,17;Яблуня sp.;місцевий;листяне;тонке;50,382892
30,500522;50,382951;540;https://lh5.googleusercontent.com/k5X1snnUzQQ6pIAeB16-cSFBPPJmb5WPeaxdVcnPabsynf8NDAC9i_yBgILiYTgSV3kiYh4R4UtEG14AtwP1pcy_XIZkd8bbup2QTW1Sbx6-17wADSPHmH_FUVWRstCzZAs67g   ;   Ялина європейська   ;26;5,74;3,77;134,77;2,13;;10,24;Опис: Кора сіра або червонувато-бура з дугоподібними вертикальними тріщинами або лусками. Молоді пагони зелені з загостреними буруватими бруньками. Хвоя розміщена почергово, шорстка, колюча, чотиригранна (1,3-2,5 см завдовжки), загострена, блискуча, тримається 5-6 (12) років. Тіньовитривала, морозостійка рослина. Танідоносна, деревинна, смолоносна, лікарська, медоносна, жироолійна, ефіроолійна, вітамінозна, кормова і декоративна рослина. Поширена в Карпатах, рідше у Прикарпатті, місцями в західному та лівобережному Поліссі, західному і волинському Лісостепу.   ;1173;5,74;Ялина європейська;місцевий;хвойне;велике;50,382881
30,500464;50,382963;541;;   Катальпа  ;25;1,08;5,54;198,13;6,82;4,65;15,06;Опис:   ;1174;1,08;Катальпа;екзот;листяне;велике;50,382893
30,50046;50,383;542;;   Катальпа  ;27;2,26;6,13;219,3;4;5,15;16,67;Опис:   ;1175;2,26;Катальпа;екзот;листяне;велике;50,38293
30,50049;50,382996;543;;   Ялиця бальзамічна   ;15;3,17;1,58;56,68;1,84;;4,31;Опис: Дерево до 15-25 м заввишки, з правильною, конусоподібною або вузькопірамідальною, щільною кроною, що спускається у поодиноко стоячих дерев до землі, з червонувато-сірою корою. Темно-зелена, ароматна хвоя, зверху блискуча, з двома білими смужками знизу, розташована на пагонах в кілька рядів один над одним, функціонує до 5 років. Тіньовитривала, морозостійка рослина, зростає порівняно швидко, пагони визрівають повністю. Нижні гілки, будучи прикриті перегноєм, легко вкорінюються, при цьому молоді деревця, які виростають навколо материнської рослини, створюють дуже ефектну групу. Дерево росте у Північній Америці. Утворює величезні лісові масиви.   ;1176;3,17;Ялиця бальзамічна;екзот;хвойне;середнє;50,382926
30,500563;50,382965;544;https://lh6.googleusercontent.com/TWdHWiUJGdEDEesKcDkyWkjk_NJjmBUasuBSyx-Z9DOYUxZNSUtSoGVqTYgUnqSU1HM0_uiYtTIk8nT3goRKQ81P3NbbIBqSHMj5K0SgBB6uS7eq0IU1gPtkfvS9BIMMOEWe   ;   Ялина європейська   ;7;1,14;0,57;20,32;1,14;0,48;1,54;Опис: Кора сіра або червонувато-бура з дугоподібними вертикальними тріщинами або лусками. Молоді пагони зелені з загостреними буруватими бруньками. Хвоя розміщена почергово, шорстка, колюча, чотиригранна (1,3-2,5 см завдовжки), загострена, блискуча, тримається 5-6 (12) років. Тіньовитривала, морозостійка рослина. Танідоносна, деревинна, смолоносна, лікарська, медоносна, жироолійна, ефіроолійна, вітамінозна, кормова і декоративна рослина. Поширена в Карпатах, рідше у Прикарпатті, місцями в західному та лівобережному Поліссі, західному і волинському Лісостепу.   ;1177;1,14;Ялина європейська;місцевий;хвойне;тонке;50,382895
30,500568;50,382959;545;https://lh3.googleusercontent.com/G_THdTSiRUnzoi5i_dPexgyQqsrSF_4UVfso6V_Co4nWAAmizrEaLlSMoeTqtoIBJK6G6Qa_h5m4uVrYdC4DEpeG_8dD0PolnJXoi_2l8S2Z-5C4VC8l6Pf5i9zroVWVcCCD   ;   Ялина європейська   ;29;8,12;4,06;145,24;2,26;3,41;11,04;Опис: Кора сіра або червонувато-бура з дугоподібними вертикальними тріщинами або лусками. Молоді пагони зелені з загостреними буруватими бруньками. Хвоя розміщена почергово, шорстка, колюча, чотиригранна (1,3-2,5 см завдовжки), загострена, блискуча, тримається 5-6 (12) років. Тіньовитривала, морозостійка рослина. Танідоносна, деревинна, смолоносна, лікарська, медоносна, жироолійна, ефіроолійна, вітамінозна, кормова і декоративна рослина. Поширена в Карпатах, рідше у Прикарпатті, місцями в західному та лівобережному Поліссі, західному і волинському Лісостепу.   ;1178;8,12;Ялина європейська;місцевий;хвойне;велике;50,382889
30,5006;50,382952;546;;   Катальпа  ;30;3,34;6,67;238,48;4,97;5,6;18,12;Опис:   ;1179;3,34;Катальпа;екзот;листяне;велике;50,382882
30,500569;50,382981;547;;   Катальпа  ;19;7,44;3,72;133,12;2,84;1,13;10,12;Опис:   ;1180;7,44;Катальпа;екзот;листяне;середнє;50,382911
30,500578;50,382995;548;;   Катальпа  ;31;5,43;7,71;275,01;3,89;6,48;20,95;Опис:   ;1181;5,43;Катальпа;екзот;листяне;велике;50,382925
30,50063;50,382989;549;https://lh3.googleusercontent.com/KoHz_jJLqLAxHEBSJKQTkqudZ6rM7wcgzveHhAH5yHKzbdepp8QE_07Ph1zm5XrrtFuCdnBZQq9ycLCf8CDCa3NEofV91wsgcroZ1Fzif9TGd2oIBq0tQYQHNElC7T1Y69F0SxU   ;   Бархат амурський   ;9;2,93;1,47;52,43;1,32;1,23;3,98;"Опис: ""Листопадне дерево висотою родини рутових 20-26 м і за діаметром стовбура до 70 см. Стовбур вкритий шаром еластичної корки, товщиною до 4 см, яку періодично знімають і використовують і використовують як термо-, звуко- та електроізоляційний матеріал. Листки непарнопір’ясті, почергові та супротивні на одних і тих самих пагонах, з неприємним запахом. Квітки дрібні у китицях, частіше роздільностатеві (тоді дерева дводомні), але можуть бути двостатевими. Квітують у першій половині літа. Плід – чорна смолиста ягода, кульо- або грушевидної форми, 7-9 мм в діаметрі. Світлолюбний. Росте швидко. В культурі в умовах України досить зимо-стійкий. Доживає до 300 років.Рослина майже не потребує догляду. Заслуговує широкого використан-ня в озелененні. Надзвичайно декоративною є кора, а також осіннє забарв-лення. Деревина має красивий колір й дуже виразний малюнок, міцна, добре обробляється, стійка до гниття, може використовуватись для виготовлення меблів, лиж, віконних рам, фанери й ін. З кори бархату виготовляють техніч-ну пробку, яка використовується при виробництві ізоляційних матеріалів.  Являється добрим медоносом, дає мед, котрий, як іноді вважається, має протитуберкульозні властивості. Відомі факти застосування препаратів, які отримують з бархату, в якості тонізуючих, антисептичних, жарознижуючих й кровозупинних засобів.  У корейській медицині щоденне поїдання двох-трьох свіжих ягід вважається корисним при сахарному діабеті. В тібетській меди-цині відвар кори, лубу застосовують при алергії, дерматитах, поліартритах, захворюваннях лімфатичних вузлів, хвороб нирок, очей.   Природний Ареал - Далекий Схід, північно-східний Китай, Корея. ""   ";1182;2,93;Бархат амурський;екзот;листяне;середнє;50,382919
30,500629;50,383007;550;https://lh4.googleusercontent.com/8S9cJDAt2I-U2o5ei38fd0xP24FO8nnYBXjxpfFViPUFNQS4VQlWgZAH_dwO9Q9u6zu8J2qLfZYV0WSfjXnpeOga07BorsY1nFSY8cwoVWklDz8iY8-AC4bGbvaGEtZcs5wf0g   ;   Дуб червоний   ;4;0,38;0,19;6,83;0,13;0,16;;Опис: Потужне листопадне дерево до 40 м заввишки із стовбуром до 1,5 в діаметрі. Листки глибоколопатеві, на кінцях лопотів загострені, до 20 см довжиною. Квітки одностатеві. Рослина однодомна. Цвіте одночасно з розпускання листя, в кінці травня – на початку червня. Жолуді округлі, до 2,5 см в діаметрі, дозрівають на другий рік після цвітіння. Швидко росте у молодому віці. Морозостійкий, світлолюбний, легко переносить бокове затінення, але потребує повного освітлення верхівки крони. Вітростійкий, не вибагливий до родючості ґрунту, витримує кислі ґрунти, але не переносить вапнякових та мокрих ґрунтів. Надає перевагу захищеним долинам та невисоким пагорбам, також росте на південних та східних схилах від дна долини середніх ярусів гір та плато. Достатньо витривалий у міських умовах. Природний ареал – Північна Америка.   ;1183;0,38;Дуб червоний;місцевий;листяне;тонке;50,382937
30,500624;50,383032;551;https://lh3.googleusercontent.com/D38zYd4SN1Z9XMXXYGOjlGnHWEKZCBxUcNWmbB2Tncr_V5s7sRfR88rGkVXegZDEy0E0t-UQvyk9JyQEHeYM6AvIpsownKVkF5MuMkABgzY1k6lho62fkNLCjpVfHHuvsrN9vg   ;   Вишня пташина   ;8;;;;;;;Опис: Деревна рослина до 10 м заввишки. Крона зазвичай буває яйцеподібна за формою, але в окремих випадках може стати і конусоподібної. Коренева система вишні пташиної горизонтальна по типу, проте не виключено і освіту добре розгалужених вертикальних коренів. Білі квітки вишні пташиної з`являються до моменту розпускаючи її листочків. Плоди вишні пташиної, що представляють собою кістянки, м`ясисті, з одного кулястої кісточкою. Цвітіння і плодоношення вишні пташиної відбувається щорічно. Ця рослина дуже любить світло, тому для її вирощування найкраще відвести південну сторону ділянки. Морозостійка. Ннегативно ставиться до зайвої вологи. Дико зростає в лісах України та Росії..   ;1184;;Вишня пташина;місцевий;листяне;тонке;50,382962
30,50056;50,383045;552;https://lh6.googleusercontent.com/i3_FRUInMtJPKDx9EsYCCkl2ynNl6dJFzwtWOCg9wxdksnmy87d3JiK66UFOAZBHM2My6xMfu0YPmOGYaK_mJH4FWqq-nVxpNkHPMIRJmxIsFO_ZAjGkL2dvwG3Wu-k_qW4Jgw   ;   Ліщина звичайна   ;;;;;;;;Опис: Кущ 2-4 м заввишки. Гілки дугоподібно розходяться в різні боки, утворюючи оберненоконусоподібну крону. Пагони й молоді листки опушені. Бруньки заокруглені з війчастими лусочками. Листки — чергові, оберненояйцеподібні, широкі (7-16 см завдовжки і 4-8 см завширшки), при основі скошеносерцеподібні, нерівномірно зубчасті, на коротких черешках. Тіньовитривала рослина. Ліщина звичайна росте в підліску листяних і мішаних лісів. Поширена по всій Україні, крім крайнього півдня.    ;1185;;Ліщина звичайна;місцевий;чагарник;;50,382975
30,500566;50,383042;553;https://lh4.googleusercontent.com/980AS1WQw9dmEv3Y1T-AEXK60LC9Vymz9fKU3jz8aqT1E88a_3y6Ohrf-t3wqeE5-zU8iDmy2DOGm_MeLV-u4eVMK_DSXkIRjmoFaFhHElA5gmnZD_ALyvaTWRKZ4XPYMf8SWg   ;   Ліщина звичайна   ;;;;;;;;Опис: Кущ 2-4 м заввишки. Гілки дугоподібно розходяться в різні боки, утворюючи оберненоконусоподібну крону. Пагони й молоді листки опушені. Бруньки заокруглені з війчастими лусочками. Листки — чергові, оберненояйцеподібні, широкі (7-16 см завдовжки і 4-8 см завширшки), при основі скошеносерцеподібні, нерівномірно зубчасті, на коротких черешках. Тіньовитривала рослина. Ліщина звичайна росте в підліску листяних і мішаних лісів. Поширена по всій Україні, крім крайнього півдня.    ;1186;;Ліщина звичайна;місцевий;чагарник;;50,382972
30,500577;50,383034;554;https://lh6.googleusercontent.com/rRsfuKE66KWPTbw8_T1PHgfAR_Tth9206GRLhzsif6F7ohWvXY1c8NVg2u-e1PKZWkq1KRW9rpFLtbCsay9L30lGqqYEJHvvHaoKoqV6M8XSyiDf_zYXWjrnsft5iBDUg3MOKZk   ;   Вишня пташина   ;8;;;;;;;Опис: Деревна рослина до 10 м заввишки. Крона зазвичай буває яйцеподібна за формою, але в окремих випадках може стати і конусоподібної. Коренева система вишні пташиної горизонтальна по типу, проте не виключено і освіту добре розгалужених вертикальних коренів. Білі квітки вишні пташиної з`являються до моменту розпускаючи її листочків. Плоди вишні пташиної, що представляють собою кістянки, м`ясисті, з одного кулястої кісточкою. Цвітіння і плодоношення вишні пташиної відбувається щорічно. Ця рослина дуже любить світло, тому для її вирощування найкраще відвести південну сторону ділянки. Морозостійка. Ннегативно ставиться до зайвої вологи. Дико зростає в лісах України та Росії..   ;1187;;Вишня пташина;місцевий;листяне;тонке;50,382964
30,500491;50,383039;555;https://lh4.googleusercontent.com/3Oqn2YRSjN1Gj6kR6-Ardb59RIMVEGG0MjBiPEZCHprrBoWQm10AO8EAjf_l1zLohNQ5rBc32dyYQrkBw389YMEjwG21M7rq2GU3a25CNti27Wwu6R1up7qfYcZ0RBQUa3GidA   ;   Ялина європейська   ;36;1,16;5,58;199,45;3,2;4,69;15,16;Опис: Кора сіра або червонувато-бура з дугоподібними вертикальними тріщинами або лусками. Молоді пагони зелені з загостреними буруватими бруньками. Хвоя розміщена почергово, шорстка, колюча, чотиригранна (1,3-2,5 см завдовжки), загострена, блискуча, тримається 5-6 (12) років. Тіньовитривала, морозостійка рослина. Танідоносна, деревинна, смолоносна, лікарська, медоносна, жироолійна, ефіроолійна, вітамінозна, кормова і декоративна рослина. Поширена в Карпатах, рідше у Прикарпатті, місцями в західному та лівобережному Поліссі, західному і волинському Лісостепу.   ;1188;1,16;Ялина європейська;місцевий;хвойне;велике;50,382969
30,500486;50,383025;556;https://lh4.googleusercontent.com/h9EKqnR0kyNQ5YSX0LcT0PzQc5Oa3fFEDU8GjVhMt6YcyGu53XnfbkO-cpwoe3Wu2Lfjty2l1IyFpJIghp7XxgaDwiCfGBnzROVT-kHrFkXnmTJtc1Me2BmnS4GRvHDH1V4OR-o   ;   Ялина європейська   ;;;;;;;;Опис: Кора сіра або червонувато-бура з дугоподібними вертикальними тріщинами або лусками. Молоді пагони зелені з загостреними буруватими бруньками. Хвоя розміщена почергово, шорстка, колюча, чотиригранна (1,3-2,5 см завдовжки), загострена, блискуча, тримається 5-6 (12) років. Тіньовитривала, морозостійка рослина. Танідоносна, деревинна, смолоносна, лікарська, медоносна, жироолійна, ефіроолійна, вітамінозна, кормова і декоративна рослина. Поширена в Карпатах, рідше у Прикарпатті, місцями в західному та лівобережному Поліссі, західному і волинському Лісостепу.   ;1189;;Ялина європейська;місцевий;хвойне;;50,382955
30,500532;50,383043;557;https://lh3.googleusercontent.com/VmCw_lfyP4QZ_pAUn-ydDAwrontr-0JZ5hnEuqAqvvAmsk26YXEag_evPiZ78F2XUoIVZtSfGc1DnLTdm9d2npaAaX_WLO4_WDKghyJpzu-JCRX1n4Lr2cJgLo0qBVkf8i0ROg   ;   Липа широколиста   ;49;;;;;;;"Опис: Дерево до 40 м заввишки з гстою широкопірамідальною кроною. Молоді гілки волосисті, бруньки мохнасті. Листки чергові, округлі або яйцевидно-округлі, серцевидні, по краю гострозубчасті, зісподу — з борідками білих волосків у кутах жилок; черешки листків волосисті. Квітки правильні, ясно-жовті, зібрані по 2—5 у півзонтики. Плід — горішок, грушовидний, з п'ятьма випнутими гранями. Цвіте у червні. Росте в мішаних і широколистяних лісах у західних областях України. Культивують у садах і парках.   ";1190;;Липа широколиста;місцевий;листяне;велике;50,382973
30,50056;50,383061;558;https://lh3.googleusercontent.com/1NPoe0O3l6hVPe7Hw0_rIgHS8PaG_ekB0LVPcgvGlei0XE2o-bZMZZBcIuKRZP_UWvFiURqSNdi2ZXLAf-zTr5qtz18AV0g2NohhsSh8X6AkP6TpEoeg3pflkSAG4zORGWoq   ;   Липа широколиста   ;29;;;;;;;"Опис: Дерево до 40 м заввишки з гстою широкопірамідальною кроною. Молоді гілки волосисті, бруньки мохнасті. Листки чергові, округлі або яйцевидно-округлі, серцевидні, по краю гострозубчасті, зісподу — з борідками білих волосків у кутах жилок; черешки листків волосисті. Квітки правильні, ясно-жовті, зібрані по 2—5 у півзонтики. Плід — горішок, грушовидний, з п'ятьма випнутими гранями. Цвіте у червні. Росте в мішаних і широколистяних лісах у західних областях України. Культивують у садах і парках.   ";1191;;Липа широколиста;місцевий;листяне;велике;50,382991
